,0,1
30-31.smt2,0.316,sat
prp-11-30.smt2,6.001,sat
problem__010.smt2,0.101,sat
convert-jpg2gif-query-1412.smt2,6.782,sat
convert-jpg2gif-query-1169.smt2,0.837,sat
prp-1-16.smt2,0.467,sat
convert-jpg2gif-query-1617.smt2,1298.165,unknown
prp-12-48.smt2,207.869,sat
ex26500_2600_100.smt2,1.848,sat
normalized-j9043_2-sat.smt2,11.211,sat
35-2.slack.smt2,0.045,sat
25-13.slack.smt2,0.046,sat
40-13.slack.smt2,0.1,sat
20-5.slack.smt2,0.041,sat
normalized-j3025_1-sat.smt2,103.72800000000001,sat
prp-30-45.smt2,1262.572,unknown
problem_2__005.smt2,0.07,sat
ex8920_2400_100.smt2,0.859,sat
prp-3-45.smt2,0.659,sat
ex9160_2400_100.smt2,0.872,sat
30-8.smt2,0.032,sat
Sz32_456.smt2,0.569,sat
30-23.smt2,0.178,sat
15-7.smt2,0.042,sat
problem__003.smt2,0.108,sat
convert-jpg2gif-query-1433.smt2,6.904,sat
40-10.slack.smt2,0.057,sat
ex5220_2400_100.smt2,35.384,sat
prp-27-49.smt2,124.591,sat
prp-31-48.smt2,141.268,sat
prp-18-34.smt2,16.127,sat
ex7540_2400_100.smt2,0.553,sat
20-2.smt2,0.032,sat
40-5.slack.smt2,0.04,sat
ex7000_2400_100.smt2,1.008,sat
45-34.smt2,0.557,sat
45-30.slack.smt2,0.55,sat
ex25200_2600_100.smt2,2.007,sat
problem_2__011.smt2,0.076,sat
ex5860_2400_100.smt2,1.999,sat
problem_2__002.smt2,0.106,sat
ex20600_2600_100.smt2,1.548,sat
normalized-j9012_5-sat.smt2,12.775,sat
prp-5-32.smt2,12.71,sat
problem__029.smt2,1.278,sat
20-28.slack.smt2,0.129,sat
ex24000_2600_100.smt2,1.624,sat
prp-25-40.smt2,210.621,sat
ex28000_2600_100.smt2,1.961,sat
ex24100_2600_100.smt2,1.659,sat
40-3.slack.smt2,0.038,sat
45-5.slack.smt2,0.071,sat
45-2.smt2,0.039,sat
convert-jpg2gif-query-1522.smt2,1265.582,unknown
prp-0-197.smt2,15.156,sat
problem_2__019.smt2,0.177,sat
ex8520_2400_100.smt2,0.546,sat
45-24.slack.smt2,0.291,sat
prp-16-29.smt2,5.43,sat
normalized-j3025_7-sat.smt2,17.918,sat
wisa1.smt2,0.179,sat
problem_2__004.smt2,0.112,sat
problem__007.smt2,0.081,sat
prp-19-47.smt2,263.189,sat
problem__005.smt2,0.097,sat
ex27500_2600_100.smt2,1.306,sat
25-23.slack.smt2,0.154,sat
20-9.smt2,0.039,sat
25-10.slack.smt2,0.054,sat
convert-jpg2gif-query-1610.smt2,1222.137,unknown
prp-4-20.smt2,1.526,sat
35-31.slack.smt2,0.615,sat
ex8540_2400_100.smt2,0.748,sat
ex9420_2400_100.smt2,0.736,sat
convert-jpg2gif-query-1380.smt2,7.058,sat
ex20500_2600_100.smt2,1.431,sat
prp-30-40.smt2,211.296,sat
45-16.slack.smt2,0.086,sat
prp-18-33.smt2,15.241,sat
prp-25-42.smt2,556.431,sat
convert-jpg2gif-query-1580.smt2,1261.851,unknown
prp-8-29.smt2,5.876,sat
ex7180_2400_100.smt2,0.949,sat
convert-jpg2gif-query-1594.smt2,51.786,sat
prp-7-48.smt2,177.40699999999998,sat
convert-jpg2gif-query-1481.smt2,1305.5720000000001,unknown
ex9920_2400_100.smt2,0.703,sat
prp-7-36.smt2,110.161,sat
ex5020_2400_100.smt2,165.227,sat
convert-jpg2gif-query-1566.smt2,1280.599,unknown
25-1.smt2,0.069,sat
prp-4-34.smt2,16.499,sat
prp-27-43.smt2,884.831,sat
35-22.smt2,0.17,sat
45-29.smt2,0.399,sat
ex22200_2600_100.smt2,2.034,sat
prp-1-31.smt2,0.791,sat
ex21700_2600_100.smt2,1.565,sat
convert-jpg2gif-query-1562.smt2,1252.411,unknown
ex6480_2400_100.smt2,1.419,sat
prp-20-48.smt2,235.687,sat
ex5820_2400_100.smt2,4.894,sat
convert-jpg2gif-query-1559.smt2,1314.142,unknown
convert-jpg2gif-query-1546.smt2,53.273,sat
convert-jpg2gif-query-1192.smt2,5.712,sat
ex23300_2600_100.smt2,2.107,sat
normalized-j1209_4-sat.smt2,1204.325,unknown
convert-jpg2gif-query-1402.smt2,6.493,sat
prp-27-44.smt2,1091.442,sat
convert-jpg2gif-query-1189.smt2,5.779,sat
convert-jpg2gif-query-1611.smt2,57.698,sat
prp-38-44.smt2,1215.849,sat
30-12.slack.smt2,0.075,sat
35-26.slack.smt2,0.374,sat
convert-jpg2gif-query-1428.smt2,6.772,sat
ex21900_2600_100.smt2,1.393,sat
15-8.smt2,0.034,sat
Example_19.txt.smt2,557.049,sat
prp-14-44.smt2,1120.154,sat
convert-jpg2gif-query-1195.smt2,5.567,sat
prp-13-27.smt2,3.376,sat
30-9.smt2,0.035,sat
45-11.slack.smt2,0.107,sat
ex8260_2400_100.smt2,0.597,sat
prp-8-28.smt2,4.668,sat
ex7820_2400_100.smt2,0.794,sat
convert-jpg2gif-query-1474.smt2,1223.755,unknown
convert-jpg2gif-query-901.smt2,0.105,sat
ex17600_2600_100.smt2,1.704,sat
40-20.slack.smt2,0.068,sat
prp-16-32.smt2,12.468,sat
ex7300_2400_100.smt2,0.623,sat
prp-23-46.smt2,123.079,sat
prp-22-36.smt2,141.887,sat
ex16200_2600_100.smt2,2.487,sat
prp-35-38.smt2,168.796,sat
Sz64_1160.smt2,0.109,sat
ex17300_2600_100.smt2,1.601,sat
prp-36-50.smt2,196.357,sat
ex7700_2400_100.smt2,0.721,sat
normalized-j12058_4-sat.smt2,1204.447,unknown
15-15.slack.smt2,0.046,sat
prp-40-45.smt2,1241.39,unknown
30-26.slack.smt2,0.356,sat
30-6.smt2,0.032,sat
ex24600_2600_100.smt2,1.192,sat
prp-28-41.smt2,441.909,sat
prp-4-41.smt2,281.836,sat
convert-jpg2gif-query-1599.smt2,1265.329,unknown
25-3.slack.smt2,0.045,sat
convert-jpg2gif-query-1532.smt2,1206.344,unknown
ex8320_2400_100.smt2,0.694,sat
prp-28-45.smt2,1253.83,unknown
ex16800_2600_100.smt2,1.911,sat
prp-14-39.smt2,132.099,sat
convert-jpg2gif-query-1167.smt2,0.543,sat
15-1.slack.smt2,0.038,sat
convert-jpg2gif-query-1564.smt2,1234.186,unknown
ex7120_2400_100.smt2,0.982,sat
convert-jpg2gif-query-1437.smt2,7.506,sat
40-9.slack.smt2,0.037,sat
prp-5-29.smt2,7.053,sat
ex16400_2600_100.smt2,2.782,sat
convert-jpg2gif-query-1204.smt2,5.678,sat
problem_2__017.smt2,0.131,sat
convert-jpg2gif-query-1426.smt2,6.818,sat
ex17000_2600_100.smt2,2.482,sat
prp-43-43.smt2,902.01,sat
45-34.slack.smt2,0.7,sat
45-33.smt2,1.678,sat
prp-16-50.smt2,192.207,sat
convert-jpg2gif-query-1165.smt2,0.647,sat
prp-31-50.smt2,202.669,sat
prp-14-43.smt2,954.234,sat
normalized-j3024_4-sat.smt2,0.764,sat
ex6900_2400_100.smt2,1.552,sat
25-2.slack.smt2,0.038,sat
convert-jpg2gif-query-1423.smt2,6.442,sat
40-28.smt2,0.46,sat
convert-jpg2gif-query-1595.smt2,1259.017,unknown
prp-42-45.smt2,1138.666,sat
problem__014.smt2,0.074,sat
convert-jpg2gif-query-1498.smt2,1219.083,unknown
prp-26-48.smt2,128.485,sat
prp-11-46.smt2,110.999,sat
convert-jpg2gif-query-1416.smt2,6.331,sat
ex27600_2600_100.smt2,1.038,sat
ex20400_2600_100.smt2,1.644,sat
15-8.slack.smt2,0.038,sat
prp-16-38.smt2,151.502,sat
prp-16-37.smt2,82.407,sat
40-12.smt2,0.078,sat
convert-jpg2gif-query-1553.smt2,1240.489,unknown
convert-jpg2gif-query-1574.smt2,1275.699,unknown
problem_2__025.smt2,0.241,sat
prp-3-198.smt2,15.397,sat
convert-jpg2gif-query-1526.smt2,1326.168,unknown
ex6340_2400_100.smt2,1.542,sat
prp-4-27.smt2,4.269,sat
prp-38-42.smt2,581.052,sat
Example_11.txt.smt2,381.937,sat
Example_6.txt.smt2,0.233,sat
convert-jpg2gif-query-1152.smt2,0.826,sat
convert-jpg2gif-query-1149.smt2,1.265,sat
prp-11-47.smt2,166.55,sat
30-3.slack.smt2,0.062,sat
ex8480_2400_100.smt2,0.883,sat
prp-26-44.smt2,1275.361,unknown
25-25.smt2,0.091,sat
prp-20-36.smt2,138.446,sat
20-17.smt2,0.075,sat
convert-jpg2gif-query-1491.smt2,1274.438,unknown
convert-jpg2gif-query-1170.smt2,0.714,sat
prp-39-36.smt2,3.949,sat
ex15100_2600_100.smt2,3.164,sat
30-29.slack.smt2,0.093,sat
ex7380_2400_100.smt2,0.801,sat
prp-29-38.smt2,154.903,sat
prp-10-33.smt2,8.77,sat
normalized-j12022_9-sat.smt2,44.337,sat
30-12.smt2,0.062,sat
prp-39-50.smt2,219.43099999999998,sat
ex8900_2400_100.smt2,0.837,sat
prime_cone_sat_8.smt2,0.097,sat
prp-18-28.smt2,4.061,sat
25-2.smt2,0.039,sat
45-27.smt2,0.423,sat
prp-23-47.smt2,198.735,sat
ex8420_2400_100.smt2,0.559,sat
prp-15-26.smt2,1.709,sat
40-20.smt2,0.145,sat
prp-31-43.smt2,966.105,sat
ex6620_2400_100.smt2,1.28,sat
15-10.smt2,0.044,sat
prp-8-39.smt2,165.321,sat
40-29.slack.smt2,0.307,sat
prp-30-42.smt2,592.878,sat
convert-jpg2gif-query-1447.smt2,6.382,sat
35-13.smt2,0.06,sat
convert-jpg2gif-query-1434.smt2,6.589,sat
prp-11-48.smt2,185.434,sat
ex5120_2400_100.smt2,112.366,sat
prp-51-49.smt2,13.6,sat
prp-4-43.smt2,884.122,sat
35-18.slack.smt2,0.14,sat
10-41.slack.smt2,0.037,sat
prp-21-49.smt2,164.542,sat
convert-jpg2gif-query-1545.smt2,58.843,sat
prp-2-199.smt2,19.503,sat
prp-19-33.smt2,13.085,sat
prp-8-34.smt2,17.963,sat
prime_cone_sat_20.smt2,0.103,sat
prp-10-22.smt2,1.424,sat
convert-jpg2gif-query-1557.smt2,1220.714,unknown
prp-34-46.smt2,137.615,sat
ex6560_2400_100.smt2,1.224,sat
ex8760_2400_100.smt2,0.47,sat
prp-5-34.smt2,17.54,sat
convert-jpg2gif-query-1607.smt2,1338.172,unknown
air05.sat.smt2,84.755,sat
problem_2__035.smt2,1.7,sat
prp-46-49.smt2,10.997,sat
25-1.slack.smt2,0.083,sat
prp-9-47.smt2,166.245,sat
prp-12-47.smt2,136.751,sat
ex5900_2400_100.smt2,1.593,sat
Example_20.txt.smt2,667.833,sat
25-17.slack.smt2,0.148,sat
ex8100_2400_100.smt2,0.574,sat
prp-14-38.smt2,136.543,sat
convert-jpg2gif-query-1422.smt2,6.404,sat
problem__004.smt2,0.125,sat
prp-40-46.smt2,10.465,sat
ex6440_2400_100.smt2,1.479,sat
25-15.slack.smt2,0.063,sat
prp-20-49.smt2,279.415,sat
convert-jpg2gif-query-1503.smt2,1264.577,unknown
prp-20-45.smt2,1274.492,unknown
prp-17-45.smt2,1180.99,sat
ex6740_2400_100.smt2,0.946,sat
prp-14-47.smt2,211.726,sat
15-14.slack.smt2,0.033,sat
25-27.smt2,0.289,sat
ex9360_2400_100.smt2,0.941,sat
ex5540_2400_100.smt2,10.436,sat
35-16.smt2,0.139,sat
40-31.slack.smt2,1.305,sat
ex9980_2400_100.smt2,0.588,sat
problem__011.smt2,0.098,sat
15-13.slack.smt2,0.033,sat
prp-17-42.smt2,528.39,sat
convert-jpg2gif-query-1159.smt2,0.74,sat
convert-jpg2gif-query-1180.smt2,5.522,sat
30-10.smt2,0.044,sat
ex7620_2400_100.smt2,0.65,sat
45-15.smt2,0.06,sat
prp-15-48.smt2,271.955,sat
30-30.slack.smt2,0.453,sat
convert-jpg2gif-query-1442.smt2,6.375,sat
prp-19-46.smt2,181.086,sat
ex14800_2600_100.smt2,4.606,sat
45-4.smt2,0.038,sat
25-33.smt2,24.238,sat
ex22000_2600_100.smt2,1.548,sat
ex9680_2400_100.smt2,1.003,sat
prp-2-196.smt2,23.379,sat
cap6000.sat.smt2,1264.47,unknown
prp-22-42.smt2,566.88,sat
convert-jpg2gif-query-1524.smt2,1245.462,unknown
prp-29-44.smt2,1138.251,sat
20-20.slack.smt2,0.073,sat
prp-19-32.smt2,12.979,sat
45-35.slack.smt2,1.198,sat
convert-jpg2gif-query-1181.smt2,5.556,sat
20-4.slack.smt2,0.04,sat
convert-jpg2gif-query-1191.smt2,4.837,sat
prp-4-42.smt2,478.639,sat
prp-23-40.smt2,177.85399999999998,sat
prp-16-49.smt2,198.318,sat
prp-0-50.smt2,0.679,sat
ex15200_2600_100.smt2,3.493,sat
35-23.smt2,0.168,sat
ex23000_2600_100.smt2,1.657,sat
problem_2__008.smt2,0.049,sat
45-25.slack.smt2,0.23,sat
convert-jpg2gif-query-1196.smt2,5.533,sat
30-13.slack.smt2,0.069,sat
40-22.smt2,0.172,sat
prp-6-46.smt2,141.974,sat
ex18300_2600_100.smt2,2.094,sat
prp-22-46.smt2,164.202,sat
convert-jpg2gif-query-1554.smt2,47.014,sat
problem_2__016.smt2,0.111,sat
30-14.slack.smt2,0.068,sat
prp-20-31.smt2,12.007,sat
air04.sat.smt2,1270.024,unknown
20-22.slack.smt2,0.039,sat
ex8500_2400_100.smt2,0.721,sat
convert-jpg2gif-query-1533.smt2,1224.165,unknown
prime_cone_sat_12.smt2,0.101,sat
ex26000_2600_100.smt2,1.652,sat
25-27.slack.smt2,0.567,sat
25-12.smt2,0.057,sat
25-3.smt2,0.038,sat
prp-43-44.smt2,1071.92,sat
prp-14-45.smt2,1312.786,unknown
prp-49-47.smt2,11.882,sat
ex28600_2600_100.smt2,1.311,sat
Example_8.txt.smt2,0.798,sat
20-14.slack.smt2,1236.449,unknown
mzzv42z.sat.smt2,9.349,sat
prp-0-48.smt2,0.76,sat
40-29.smt2,0.472,sat
35-34.smt2,0.79,sat
prp-28-37.smt2,120.658,sat
40-16.slack.smt2,0.135,sat
ex18500_2600_100.smt2,1.628,sat
prp-32-44.smt2,1229.966,sat
unbd-sage22.smt2,1206.996,unknown
prp-5-37.smt2,131.906,sat
30-15.slack.smt2,0.061,sat
prime_cone_sat_17.smt2,0.107,sat
prp-35-49.smt2,153.689,sat
15-7.slack.smt2,0.034,sat
ex6180_2400_100.smt2,1.468,sat
ex27000_2600_100.smt2,1.82,sat
45-4.slack.smt2,0.042,sat
problem_2__020.smt2,0.079,sat
ex29800_2600_100.smt2,1.677,sat
45-23.slack.smt2,0.181,sat
prp-27-33.smt2,19.006,sat
convert-jpg2gif-query-1504.smt2,45.49,sat
prp-5-42.smt2,461.258,sat
convert-jpg2gif-query-1363.smt2,6.277,sat
prp-26-46.smt2,106.125,sat
unbd-sage10.smt2,1210.276,unknown
convert-jpg2gif-query-1435.smt2,6.783,sat
40-7.slack.smt2,0.063,sat
ex22400_2600_100.smt2,1.968,sat
prp-36-39.smt2,188.78,sat
25-9.smt2,0.06,sat
10-40.slack.smt2,0.044,sat
20-3.slack.smt2,0.056,sat
ex17800_2600_100.smt2,1.269,sat
convert-jpg2gif-query-1178.smt2,5.552,sat
20-9.slack.smt2,0.049,sat
25-23.smt2,0.12,sat
45-13.smt2,0.093,sat
prp-4-24.smt2,2.647,sat
problem__025.smt2,0.389,sat
prp-17-38.smt2,165.32999999999998,sat
ex24400_2600_100.smt2,1.489,sat
30-33.slack.smt2,1.244,sat
prp-4-110.smt2,1245.79,unknown
prp-13-28.smt2,4.106,sat
ex16300_2600_100.smt2,2.186,sat
prp-4-28.smt2,5.459,sat
ex7080_2400_100.smt2,1.042,sat
35-17.slack.smt2,0.141,sat
25-20.smt2,0.087,sat
prp-11-32.smt2,9.774,sat
ex8640_2400_100.smt2,0.638,sat
ex5060_2400_100.smt2,152.113,sat
convert-jpg2gif-query-1477.smt2,1256.449,unknown
convert-jpg2gif-query-1175.smt2,0.908,sat
prp-29-43.smt2,12.868,sat
40-33.smt2,1.179,sat
prp-7-28.smt2,5.233,sat
prp-7-38.smt2,154.442,sat
40-11.smt2,0.054,sat
10-9.smt2,0.031,sat
convert-jpg2gif-query-1168.smt2,0.656,sat
prp-1-112.smt2,156.124,sat
prp-33-45.smt2,1240.912,unknown
convert-jpg2gif-query-1182.smt2,5.581,sat
ex8380_2400_100.smt2,0.544,sat
45-18.slack.smt2,0.088,sat
prp-1-35.smt2,0.65,sat
ex8460_2400_100.smt2,0.594,sat
prp-27-36.smt2,100.732,sat
ex29700_2600_100.smt2,1.494,sat
prp-20-41.smt2,324.02,sat
normalized-j3037_5-sat.smt2,2.673,sat
45-33.slack.smt2,1.879,sat
ex7320_2400_100.smt2,0.785,sat
prp-33-35.smt2,58.79,sat
20-7.slack.smt2,0.039,sat
10-29.slack.smt2,0.037,sat
ex9140_2400_100.smt2,0.919,sat
prp-34-35.smt2,51.717,sat
ex6800_2400_100.smt2,0.702,sat
ex6420_2400_100.smt2,1.477,sat
ex8160_2400_100.smt2,1.348,sat
20-22.smt2,0.039,sat
convert-jpg2gif-query-1525.smt2,51.626,sat
ex5520_2400_100.smt2,4.684,sat
ex7580_2400_100.smt2,0.67,sat
ex7200_2400_100.smt2,1.036,sat
prp-11-25.smt2,2.699,sat
ex6820_2400_100.smt2,0.936,sat
ex20000_2600_100.smt2,2.279,sat
35-27.slack.smt2,0.401,sat
40-35.smt2,0.425,sat
convert-jpg2gif-query-1468.smt2,6.621,sat
convert-jpg2gif-query-1421.smt2,6.213,sat
prp-11-36.smt2,99.084,sat
prp-20-40.smt2,205.114,sat
disctom.sat.smt2,1265.538,unknown
prp-10-26.smt2,2.71,sat
prp-26-33.smt2,12.96,sat
20-19.smt2,0.115,sat
convert-jpg2gif-query-1469.smt2,7.382,sat
convert-jpg2gif-query-1590.smt2,1288.993,unknown
prp-17-35.smt2,41.798,sat
prp-21-32.smt2,9.826,sat
ex21600_2600_100.smt2,1.994,sat
prp-9-20.smt2,1.514,sat
prp-10-28.smt2,0.645,sat
prp-16-46.smt2,116.388,sat
prp-16-47.smt2,160.012,sat
prp-6-47.smt2,203.119,sat
convert-jpg2gif-query-1177.smt2,1.724,sat
30-11.smt2,0.068,sat
ex9960_2400_100.smt2,0.7,sat
ex19500_2600_100.smt2,1.8,sat
ex8560_2400_100.smt2,0.502,sat
ex5780_2400_100.smt2,2.336,sat
45-8.smt2,0.038,sat
prp-35-36.smt2,106.565,sat
prp-4-39.smt2,169.385,sat
convert-jpg2gif-query-1198.smt2,5.486,sat
ex6040_2400_100.smt2,1.495,sat
prp-5-44.smt2,853.021,sat
normalized-j12045_10-sat.smt2,8.823,sat
ex15600_2600_100.smt2,2.833,sat
35-20.slack.smt2,0.188,sat
ex18700_2600_100.smt2,1.799,sat
convert-jpg2gif-query-1534.smt2,1213.677,unknown
convert-jpg2gif-query-1348.smt2,5.658,sat
30-13.smt2,0.067,sat
ex6880_2400_100.smt2,1.236,sat
problem_2__009.smt2,0.063,sat
normalized-j3048_8-sat.smt2,0.573,sat
convert-jpg2gif-query-1505.smt2,1281.684,unknown
convert-jpg2gif-query-1459.smt2,6.525,sat
prp-25-31.smt2,10.122,sat
prp-8-46.smt2,149.087,sat
convert-jpg2gif-query-1612.smt2,57.532,sat
45-9.smt2,0.045,sat
prp-25-44.smt2,1183.604,sat
problem__023.smt2,0.408,sat
prp-4-35.smt2,50.711,sat
ex7240_2400_100.smt2,0.898,sat
prp-23-32.smt2,1.834,sat
prp-15-28.smt2,4.086,sat
ex9040_2400_100.smt2,0.823,sat
prp-8-41.smt2,301.669,sat
30-22.smt2,0.218,sat
unbd-sage6.smt2,1205.982,unknown
prp-4-44.smt2,969.501,sat
35-34.slack.smt2,1.286,sat
35-30.slack.smt2,0.217,sat
prp-4-31.smt2,8.3,sat
prp-15-50.smt2,229.302,sat
prp-1-110.smt2,177.702,sat
prp-27-45.smt2,1269.291,sat
30-16.slack.smt2,0.11,sat
convert-jpg2gif-query-1429.smt2,6.333,sat
ex18000_2600_100.smt2,1.551,sat
ex9840_2400_100.smt2,0.684,sat
35-24.smt2,0.449,sat
prp-3-26.smt2,2.654,sat
unbd-sage17.smt2,1204.762,unknown
prp-18-50.smt2,312.825,sat
prp-8-30.smt2,7.2,sat
35-35.slack.smt2,0.773,sat
prime_cone_sat_5.smt2,0.068,sat
35-26.smt2,0.363,sat
prp-49-46.smt2,8.616,sat
convert-jpg2gif-query-1385.smt2,6.566,sat
35-5.smt2,0.061,sat
convert-jpg2gif-query-1462.smt2,6.405,sat
ex18100_2600_100.smt2,2.232,sat
20-4.smt2,0.038,sat
ex29200_2600_100.smt2,1.235,sat
ex5660_2400_100.smt2,2.435,sat
prp-13-41.smt2,194.391,sat
ex24200_2600_100.smt2,1.486,sat
prp-17-49.smt2,188.005,sat
prp-16-45.smt2,1204.502,unknown
ex28800_2600_100.smt2,1.47,sat
40-28.slack.smt2,0.836,sat
convert-jpg2gif-query-1572.smt2,1310.115,unknown
ex15400_2600_100.smt2,4.489,sat
ex23500_2600_100.smt2,1.617,sat
ex5600_2400_100.smt2,2.364,sat
ex9180_2400_100.smt2,0.891,sat
prp-3-37.smt2,0.544,sat
convert-jpg2gif-query-1208.smt2,5.592,sat
ex6200_2400_100.smt2,1.064,sat
30-24.smt2,0.196,sat
10-12.slack.smt2,0.036,sat
prp-8-21.smt2,1.233,sat
ex8080_2400_100.smt2,1.199,sat
35-1.slack.smt2,0.044,sat
ex7260_2400_100.smt2,0.728,sat
prp-29-47.smt2,127.299,sat
prp-1-46.smt2,0.62,sat
prp-17-39.smt2,195.001,sat
problem_2__034.smt2,1.108,sat
ex5640_2400_100.smt2,8.477,sat
40-35.slack.smt2,0.876,sat
25-17.smt2,0.052,sat
40-19.slack.smt2,0.168,sat
15-4.smt2,0.032,sat
convert-jpg2gif-query-1371.smt2,5.825,sat
convert-jpg2gif-query-1418.smt2,6.826,sat
ex25300_2600_100.smt2,1.282,sat
15-3.smt2,0.033,sat
15-5.smt2,0.033,sat
45-3.slack.smt2,0.044,sat
prp-38-43.smt2,1097.11,sat
prp-36-47.smt2,139.024,sat
ex6100_2400_100.smt2,1.487,sat
prp-12-31.smt2,6.093,sat
15-2.smt2,0.037,sat
ex5320_2400_100.smt2,19.72,sat
prp-26-30.smt2,4.995,sat
ex9780_2400_100.smt2,0.828,sat
40-2.slack.smt2,0.044,sat
prp-4-45.smt2,1151.2,sat
35-22.slack.smt2,0.302,sat
Sz256_6664.smt2,1209.0,unknown
ex21500_2600_100.smt2,2.081,sat
ex9520_2400_100.smt2,0.875,sat
prp-18-37.smt2,140.226,sat
prp-20-47.smt2,132.88,sat
ex9000_2400_100.smt2,0.784,sat
problem_2__003.smt2,0.106,sat
prp-10-50.smt2,252.926,sat
prp-6-28.smt2,5.156,sat
10-45.slack.smt2,0.035,sat
unbd-sage20.smt2,1236.57,unknown
problem_2__021.smt2,0.234,sat
prp-41-45.smt2,1254.285,unknown
prp-19-37.smt2,98.737,sat
normalized-j308_6-sat.smt2,0.668,sat
problem_2__030.smt2,0.328,sat
35-25.slack.smt2,0.218,sat
35-15.slack.smt2,0.073,sat
ex9400_2400_100.smt2,1.15,sat
convert-jpg2gif-query-1206.smt2,5.644,sat
convert-jpg2gif-query-1404.smt2,6.384,sat
prp-3-49.smt2,0.535,sat
ex9200_2400_100.smt2,0.972,sat
prp-4-26.smt2,3.445,sat
convert-jpg2gif-query-1201.smt2,5.485,sat
unbd-sage21.smt2,1205.195,unknown
15-19.smt2,0.044,sat
prp-28-42.smt2,7.004,sat
ex19900_2600_100.smt2,1.644,sat
unbd-sage19.smt2,1230.326,unknown
40-5.smt2,0.035,sat
prp-22-49.smt2,188.243,sat
convert-jpg2gif-query-1419.smt2,6.723,sat
ex5000_2400_100.smt2,94.451,sat
unbd-sage11.smt2,1207.189,unknown
ex6260_2400_100.smt2,2.195,sat
prp-22-39.smt2,188.835,sat
problem__022.smt2,0.232,sat
unbd-sage0.smt2,1210.119,unknown
convert-jpg2gif-query-1608.smt2,1296.182,unknown
ex15900_2600_100.smt2,3.451,sat
prp-30-43.smt2,995.429,sat
45-15.slack.smt2,0.049,sat
convert-jpg2gif-query-1465.smt2,6.497,sat
15-12.slack.smt2,0.049,sat
ex7860_2400_100.smt2,0.673,sat
normalized-j3020_1-sat.smt2,0.787,sat
prp-20-39.smt2,154.347,sat
ex6240_2400_100.smt2,2.073,sat
45-23.smt2,0.234,sat
prp-0-15.smt2,0.498,sat
convert-jpg2gif-query-1563.smt2,1313.503,unknown
Example_5.txt.smt2,0.619,sat
prp-22-45.smt2,1226.963,unknown
prp-27-47.smt2,128.906,sat
20-2.slack.smt2,0.047,sat
prp-13-37.smt2,98.249,sat
convert-jpg2gif-query-1183.smt2,5.498,sat
normalized-j6022_1-sat.smt2,2.959,sat
30-25.slack.smt2,0.255,sat
45-14.slack.smt2,0.081,sat
convert-jpg2gif-query-1523.smt2,1274.112,unknown
convert-jpg2gif-query-1586.smt2,1269.026,unknown
prp-21-35.smt2,39.544,sat
convert-jpg2gif-query-1155.smt2,0.62,sat
prp-17-44.smt2,1180.97,sat
40-26.slack.smt2,0.225,sat
normalized-j1203_2-sat.smt2,11.043,sat
prp-7-40.smt2,190.452,sat
prime_cone_sat_2.smt2,0.13,sat
problem__001.smt2,0.121,sat
prp-32-36.smt2,2.934,sat
Example_14.txt.smt2,1.112,sat
wisa3.smt2,0.183,sat
35-15.smt2,0.062,sat
convert-jpg2gif-query-1430.smt2,6.435,sat
ex6920_2400_100.smt2,1.213,sat
ex9640_2400_100.smt2,0.96,sat
25-24.smt2,0.105,sat
prp-22-41.smt2,298.647,sat
45-28.smt2,0.176,sat
convert-jpg2gif-query-1372.smt2,6.026,sat
prp-1-25.smt2,2.35,sat
convert-jpg2gif-query-1619.smt2,1283.742,unknown
ex26100_2600_100.smt2,1.86,sat
prp-13-36.smt2,110.708,sat
prp-47-45.smt2,996.448,sat
35-16.slack.smt2,0.182,sat
45-22.slack.smt2,0.305,sat
prp-36-41.smt2,272.129,sat
convert-jpg2gif-query-1471.smt2,10.083,sat
25-16.smt2,0.074,sat
prp-14-42.smt2,455.916,sat
40-25.smt2,0.215,sat
convert-jpg2gif-query-1585.smt2,1283.496,unknown
prp-28-33.smt2,16.103,sat
ex7160_2400_100.smt2,0.764,sat
prp-1-21.smt2,1.298,sat
25-30.smt2,0.244,sat
Example_4.txt.smt2,0.66,sat
20-16.smt2,0.061,sat
convert-jpg2gif-query-1185.smt2,5.506,sat
ex24300_2600_100.smt2,1.485,sat
20-28.smt2,0.113,sat
35-19.slack.smt2,0.08,sat
40-14.smt2,0.05,sat
15-21.slack.smt2,0.05,sat
35-4.slack.smt2,0.05,sat
prp-22-33.smt2,13.679,sat
20-8.smt2,0.037,sat
prp-18-32.smt2,8.082,sat
prp-29-40.smt2,280.074,sat
convert-jpg2gif-query-1582.smt2,1225.071,unknown
convert-jpg2gif-query-1547.smt2,1209.089,unknown
prp-28-40.smt2,249.35,sat
ex6640_2400_100.smt2,1.173,sat
ex18800_2600_100.smt2,2.046,sat
prp-35-50.smt2,175.281,sat
ex9060_2400_100.smt2,0.585,sat
prp-26-32.smt2,8.026,sat
prp-25-45.smt2,1204.561,unknown
ex5580_2400_100.smt2,3.936,sat
convert-jpg2gif-query-1589.smt2,179.325,sat
ex6520_2400_100.smt2,0.758,sat
prp-20-43.smt2,898.233,sat
prp-44-49.smt2,190.952,sat
prp-8-24.smt2,2.079,sat
prp-15-47.smt2,170.863,sat
prp-4-22.smt2,1.918,sat
40-27.slack.smt2,0.439,sat
ex6120_2400_100.smt2,1.116,sat
prp-4-29.smt2,6.499,sat
